what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1309372488771
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1309372512520
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372513547
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372515878
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372519945
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372520084
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309372611466
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309372614654
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372619426
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372619567
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1309372665065
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1309372666972
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1309372678173
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1309372680216
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1309372681953
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1309372682529
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1309372683462
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1309372692218
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309372718130
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1309372725244
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1309372727366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372742982
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372743133
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372767298
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372767437
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372805725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372805861
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372816918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372817078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372895408
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372895568
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1309372902983
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1309372905206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309372949307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373117067
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373152626
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373205536
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1309373209141
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373236299
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373271974
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373277252
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373277897
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373278015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373331880
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309373414537
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373427626
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373427807
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309373431276
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309373431944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373442234
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373442363
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1309373470061
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373476386
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373476504
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373506155
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373608524
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373609352
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373610313
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373618188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373627839
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1309373649373
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309373858014
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309373878976
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373946979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309373947109
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1309374021674
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309374252624
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309374252630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309374256927
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309374257052
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1309374594746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309374682729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309374682870
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1309374688730
